fb1,5986,0.785062776754,5987,0.785062776754,1748,0.828643461968,4912,1.15869511306,387,1.26340992745,8027,1.27693779255,389,1.28252415807,12,1.28919493717,5206,1.29992415959,392,1.31021418193
fb2,5986,1.17772822158,5987,1.17772822158,5206,1.25400930975,1748,1.25411419971,4912,1.26541149784,5099,1.26752545728,6536,1.26877677218,5618,1.27032456449,5458,1.27231722954,8742,1.27777336309
fb3,5986,1.18309039544,5987,1.18309039544,1342,1.24769010167,1748,1.26275303152,5206,1.2694405357,4912,1.27781618192,1627,1.28941542382,4868,1.29067426327,5236,1.2942833799,4928,1.29567631897
fb4,5784,1.23297378716,1094,1.24244298734,1944,1.25817674961,2181,1.26034717635,4390,1.26042510182,6314,1.26463927862,2136,1.26653398586,2019,1.26884919096,3865,1.27627837629,1134,1.28128616297
fb5,7855,1.18746430094,3356,1.25306208246,7284,1.25319927706,5233,1.26131470617,7839,1.28347941038,7928,1.28445251957,6326,1.28510725391,6263,1.28520479383,4228,1.2914478227,7018,1.29162309643
fb6,7016,1.19856252422,1003,1.23262442998,3356,1.2475211231,7325,1.24971651101,7409,1.25661853023,6660,1.25791899378,220,1.26074928758,7011,1.26832959641,7403,1.27241946471,7401,1.27558974213
fb7,7973,1.23345230346,5999,1.2571070107,5272,1.2571070107,7016,1.25930131646,1606,1.26430273812,5290,1.26489350711,7758,1.26931125129,2799,1.27068251751,7251,1.27149802896,5742,1.2806182137
fb8,1323,1.23339696374,8018,1.23651949684,7928,1.25669207616,5215,1.26287657816,4397,1.27115848544,967,1.27543391268,1350,1.27916627777,5743,1.28274925434,7011,1.28334748894,707,1.28614218385
fb9,5236,1.13577382695,1604,1.17867778987,4123,1.18608158303,1600,1.1889477195,5290,1.19446942425,1340,1.20532728706,1343,1.20532728706,3139,1.2127740602,1606,1.21609672411,5458,1.21912814343
fb10,5232,1.19958565577,3002,1.20759127553,3524,1.21168439565,2705,1.25405873433,2851,1.25784769941,1446,1.26272815405,4645,1.26887305777,3766,1.27040931683,3658,1.27293746853,4111,1.27344519883
fb11,1388,1.21427335019,1395,1.24730400399,1372,1.24947540828,1310,1.25379582855,1369,1.25563941356,6988,1.25943517096,7747,1.26016130666,1266,1.26212887433,979,1.26555871923,5339,1.26799499172
fb12,4555,1.027201888,4824,1.04385432931,4096,1.04985252389,1604,1.13781502421,1360,1.15240023935,1606,1.15556187287,1575,1.16005658011,4921,1.16197714856,1582,1.1620302526,2814,1.16287733533
fb13,5262,1.12498469771,5241,1.12543249577,5246,1.13135419144,5243,1.13617851297,5267,1.1376878564,5245,1.14022570511,5264,1.14295597238,5266,1.14441381834,5257,1.14597876625,5252,1.15588606484
fb14,983,1.26846801537,7016,1.2737243787,3175,1.27728992775,1009,1.28134744267,4568,1.28293317473,4699,1.28585192398,972,1.28622645573,7993,1.28904283452,6720,1.29397509047,5747,1.29822376244
fb15,7551,1.1358649412,6644,1.24173800288,6317,1.25451457472,5207,1.25485390419,7007,1.28517851324,6320,1.28954194967,6579,1.29071513104,2708,1.29071993181,6996,1.29327744339,6660,1.29923151248
fb16,6750,1.19311462298,6590,1.19417052697,7925,1.21277259108,6628,1.21626525832,7997,1.22743187584,6692,1.22911338261,7990,1.23179440883,5752,1.23816833312,5214,1.23952213369,967,1.23953308224
fb17,8714,1.27837921522,1700,1.27860704969,5590,1.28458842914,1772,1.29075539213,7086,1.29220685387,1688,1.29460544746,1549,1.30158941783,7304,1.30622286688,6192,1.30860433951,1782,1.30887658391
fb18,7886,1.2294582379,488,1.28078117518,7884,1.28499775598,3996,1.29068109378,5174,1.29134746491,2720,1.29566690087,3386,1.29895056595,2983,1.30366327487,2966,1.30725750759,7254,1.30892426381
fb19,5743,1.2128535615,967,1.231676551,5708,1.23586472262,4253,1.24010958392,7869,1.24927459672,5696,1.24967932144,7820,1.25851226394,5502,1.26205297735,5501,1.26205297735,5330,1.26287896791
fb20,7655,1.25778068985,7014,1.29432344908,8066,1.31897008669,8111,1.32045709729,4795,1.3214291991,7882,1.32361824728,1343,1.32653382338,1340,1.32653382338,7748,1.33417250561,5698,1.33520280926
fb21,5686,1.09314412703,8719,1.09801922013,7581,1.10615413823,7311,1.13542307137,4807,1.13695278635,4228,1.1404563633,682,1.14508259077,2881,1.1523881279,6521,1.16237112555,4967,1.16258870173
fb22,4590,1.24939970808,6684,1.25060043364,2799,1.25874093201,7313,1.26046337877,2705,1.26295191493,3111,1.26600193464,7314,1.26739554188,8101,1.2715567317,2686,1.27528413342,7094,1.2759106484
fb23,7967,1.00242077932,5639,1.02265045143,4667,1.05317575378,6910,1.0693485906,7964,1.15226103534,6927,1.17547629552,7932,1.18288791971,6739,1.18328109028,3704,1.20705243048,2646,1.20870345966
fb24,5223,1.04228222256,5668,1.07142599203,7547,1.07461031497,5635,1.08800654038,6026,1.09542980415,4952,1.09793250722,4577,1.09925311888,4898,1.11139594062,857,1.11391796687,4522,1.12168393762
fb25,5610,1.23786559566,4362,1.25501067203,5236,1.25845100466,8088,1.26035974037,7938,1.26035974037,5671,1.26266263915,6620,1.26633719738,6714,1.27048029943,716,1.27063022859,969,1.27218616989
fb26,6791,0.982032401078,4495,1.15488380845,782,1.21130580316,7253,1.215039441,5556,1.21675073785,909,1.21844547213,915,1.23902700159,2999,1.23933115073,620,1.25365092278,3360,1.25798273007
fb27,892,1.04901750985,5646,1.05577803022,915,1.10277244055,3903,1.14106970333,609,1.15848478814,620,1.15947557401,4794,1.16962927888,2712,1.17277380462,552,1.17416264633,4693,1.17671581717
