f1,5987,1.2023864,5986,1.2023864,1748,1.0791341,2711,0.1007097,4845,0.093712024,4889,0.09011335,4912,0.082430355,381,0.079746164,3809,0.0761811,2822,0.07297371
f2,5458,0.29778558,6142,0.22772273,6097,0.22772273,387,0.20600271,5618,0.19868621,4936,0.19490682,6760,0.18769993,2253,0.1738578,6193,0.17189921,2754,0.16578314
f3,2253,0.16710255,5497,0.13987477,4912,0.13961628,5512,0.13222,5612,0.12953386,6171,0.12789287,5495,0.114829175,4868,0.11110321,5436,0.107133806,4958,0.106771044
f4,1112,0.14525945,1094,0.13701199,5792,0.1349679,5457,0.13104767,2181,0.12640958,3865,0.1216231,7156,0.116705336,1091,0.115815334,1110,0.115182616,2297,0.1136249
f5,6068,0.44668165,5467,0.4114551,3159,0.40307418,7284,0.37209523,6943,0.3562135,3888,0.3138984,4124,0.31201774,3356,0.30593392,5458,0.2936085,7004,0.28795108
f6,5143,0.4646523,1003,0.43556675,3356,0.42882425,7623,0.3835402,5718,0.37789744,740,0.3602008,981,0.3504159,6650,0.34767386,736,0.3471026,5771,0.34400398
f7,7499,0.24453576,7611,0.23243852,7307,0.2318692,7750,0.2147877,7973,0.20872192,5919,0.20530407,5918,0.20530407,5920,0.20530407,7261,0.2029903,5497,0.19655831
f8,6775,0.44290203,7788,0.42296708,7561,0.40129957,4397,0.38576266,7974,0.36578262,7975,0.36578262,8105,0.36174121,7753,0.34903038,7763,0.34223983,8111,0.34010404
f9,2758,0.43632567,7480,0.24159552,8006,0.21003596,3806,0.19813077,1604,0.19161265,4835,0.18344432,984,0.18078952,6390,0.17701869,4263,0.17682217,4264,0.17682217
f10,4323,0.14187011,3054,0.13647774,2650,0.12996645,2823,0.12381641,3394,0.1154527,1000,0.11464012,960,0.1128338,3682,0.11155476,4409,0.106547326,4601,0.10519338
f11,8726,0.15409134,8101,0.14053336,7994,0.12761772,998,0.1242826,6877,0.12210846,8111,0.11800541,7788,0.11707314,7997,0.11688113,6741,0.113976054,777,0.10755964
f12,1411,0.5626541,1589,0.52628666,1601,0.5160546,4824,0.4280189,1577,0.3870409,5744,0.38294408,1582,0.37510273,1599,0.3730644,4555,0.37078658,1606,0.34781364
f13,6390,0.18481374,7005,0.1716302,7480,0.16864234,3293,0.15904152,2758,0.15349606,7148,0.1506795,5241,0.15053156,7650,0.14835724,4593,0.14778884,3376,0.1463457
f14,5735,0.21631591,7946,0.20488185,8650,0.1935582,7480,0.17359136,972,0.17320669,7993,0.16703765,2758,0.16150813,5712,0.15388511,5338,0.13770436,7992,0.13742678
f15,1343,0.117663234,1340,0.117663234,1601,0.117663234,1486,0.114154465,735,0.09844304,1394,0.09512872,7789,0.09098001,8111,0.09006715,4845,0.08912299,300,0.088247426
f16,7025,0.3400495,5744,0.29010665,5711,0.27663857,7561,0.2612617,8098,0.25367868,5747,0.24922818,6628,0.24675636,7967,0.23332167,4253,0.22784556,5679,0.22364229
f17,7748,0.2670115,1454,0.23726968,7753,0.23500751,7887,0.21469079,5719,0.2136373,7756,0.2065467,4552,0.20507006,8714,0.2023512,6070,0.19876641,8699,0.19720323
f18,7314,0.24031405,7238,0.23981306,7191,0.20682864,5676,0.19861273,5665,0.19497457,8719,0.19315332,8742,0.19234385,4173,0.1900862,7818,0.18926057,8745,0.18790707
f19,735,0.13681377,8098,0.12994075,7633,0.126712,7974,0.12465392,7975,0.12465392,2989,0.1199136,7820,0.118879065,7618,0.11662808,4834,0.11460379,2680,0.11204641
f20,1440,0.21621972,8111,0.18738218,3806,0.16445662,7789,0.14937557,7902,0.14764607,7748,0.14763439,1507,0.14708441,6882,0.14205831,3171,0.13807753,8066,0.13713007
f21,4807,0.21830462,7311,0.21822385,8719,0.2039814,682,0.20123796,2881,0.1936845,6644,0.19067855,5686,0.18415232,4903,0.17432567,5697,0.17394984,4967,0.16661136
f22,2758,0.1482875,7480,0.11667789,7974,0.11664461,7975,0.11664461,4762,0.11457769,7313,0.112216726,7748,0.10037059,2931,0.098766424,8101,0.096292876,8097,0.09627431
f23,7967,0.19457349,5639,0.14281243,7964,0.14215237,7951,0.1265355,4667,0.12399696,6910,0.1225368,7932,0.10879482,8094,0.100384876,845,0.09795001,5645,0.08965741
